P/N,Cost to cost comp,Vendor,Q'ty ,vendor confirm date,ETD ,total_value,status,Ref Document,Ref Date
59295H-FORGE,,SUNFUNG,200,0,20160620,,0,,0
59295H-FORGE,,SUNFUNG,880,0,20160620,,0,,0
C422925050,,JIAYE,1080,0,20160620,,0,,0
R811115C101,1.0,JIAYE,1800,0,20160620,1800.0,0,,0
C420523050,1.0,JIAYE,2986,0,20160620,2986.0,0,,0
B122183040,,JIAYE,288,0,20160620,,0,,0
C423989050,1.0,JIAYE,757,0,20160620,757.0,0,20191120-H01 C423989050,20191120
C423989050,1.0,JIAYE,243,0,20160620,243.0,0,20191120-H01 C423989050,20191120
B122180040-UNCOAT,,JIAYE,900,0,20160620,,0,,0
C123186070,,JIAYE,500,0,20160620,,0,,0
C123186070,,JIAYE,950,0,20160620,,0,,0
60514BA,,JIAYE,525,0,20160620,,0,,0
M623368013,,JIAYE,430,0,20160620,,0,,0
C45594050,1.0,JIAYE,600,0,20160620,600.0,0,20220804 -C01 C45594050,20220804
H211115122,1.0,JIAYE,5905,0,20160620,5905.0,0,,0
H211115122,1.0,JIAYE,95,0,20160620,95.0,0,,0
C423988050,1.0,JIAYE,300,0,20160620,300.0,0,20180712-C01 C423988050,20180712
C423988050,1.0,JIAYE,2400,0,20160620,2400.0,0,20180712-C01 C423988050,20180712
C423988050,1.0,JIAYE,300,0,20160620,300.0,0,20180712-C01 C423988050,20180712
C224483072,,JIAYE,1800,0,20160620,,0,,0
R811119101,1.0,JIAYE,1578,0,20160620,1578.0,0,,0
A321651192,1.0,JIAYE,10000,0,20160620,10000.0,0,,0
C14957138,1.0,JIAYE,1000,0,20160620,1000.0,0,,0
4996C-NC,,JIAYE,5263,0,20160620,,0,,0
036-0294,,JIAYE,500,0,20160620,,0,,0
15543A,,JIAYE,10000,0,20160620,,0,,0
MCL01-P-PCS,1.0,ANJIE,60000,0,20160625,60000.0,0,,0
F300697,,FRONT,4300,0,20160625,,0,20200820-H01 F300697_Revised 20210405,20200820
F202874,,FRONT,2700,0,20160625,,0,20200831-H01 F202874_Revised 20210405,20200831
PB006,,NINGKE,400,0,20160625,,0,,0
PB006,,NINGKE,400,0,20160625,,0,,0
DOBERMAN,1.0,NINGKE,500,0,20160625,500.0,0,,0
DOBERMAN,1.0,NINGKE,500,0,20160625,500.0,0,,0
PC-300,1.0,NINGKE,500,0,20160625,500.0,0,,0
MS-32,,NINGKE,300,0,20160625,,0,,0
DS301SET,,NINGKE,200,0,20160625,,0,,0
KF-56,,NINGKE,500,0,20160625,,0,,0
FS-66,,NINGKE,500,0,20160625,,0,,0
M624279013,1.0,JIAYE,1012,0,20160624,1012.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,1012,0,20160624,1012.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,1012,0,20160624,1012.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,1012,0,20160624,1012.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,1012,0,20160624,1012.0,0,20221221-H01 M624279013,20221221
C425362050,1.0,JIAYE,450,0,20160624,450.0,0,20230817-H01 C425362050,20230817
M725072076,,HENSUNG,2880,0,20160624,,0,20190722-C01 M725072076,20190722
SG-32SK1-BH,1.0,S LITE,82,0,20160625,82.0,0,,0
SG-32SK1-SX,1.0,S LITE,51,0,20160625,51.0,0,,0
SG-42BK1-BH,,S LITE,158,0,20160625,,0,,0
SG-32SK2-AD,1.0,S LITE,613,0,20160625,613.0,0,,0
SG-WP,1.0,S LITE,186,0,20160625,186.0,0,,0
SG-32SK2-SX,1.0,S LITE,384,0,20160625,384.0,0,,0
SG-32SK2-DP,,S LITE,200,0,20160625,,0,,0
SG-32SK1-SX,1.0,S LITE,100,0,20160625,100.0,0,,0
SG-32SK1-DP,1.0,S LITE,40,0,20160625,40.0,0,,0
SG-32SK1-SK,1.0,S LITE,480,0,20160625,480.0,0,,0
SG-32SK2-AD,1.0,S LITE,1060,0,20160625,1060.0,0,,0
SG-32BH2-AD,1.0,S LITE,480,0,20160625,480.0,0,,0
SG-32SK1SS-AL,1.0,S LITE,480,0,20160625,480.0,0,,0
SG-32SK2-DP,,S LITE,280,0,20160625,,0,,0
SG-42K2-AF,1.0,S LITE,750,0,20160625,750.0,0,,0
SCPS-DASK-CWSI-BZ,,S LITE,500,0,20160630,,0,,0
SG-32SK2-AD,1.0,S LITE,1100,0,20160630,1100.0,0,,0
SG-42SK2-GW,,S LITE,480,0,20160630,,0,,0
SG-32BH2-AD,1.0,S LITE,480,0,20160630,480.0,0,,0
SG-42SK1,1.0,S LITE,500,0,20160630,500.0,0,,0
SG-32SK1-SX,1.0,S LITE,500,0,20160630,500.0,0,,0
SG-32SK2-SX,1.0,S LITE,500,0,20160630,500.0,0,,0
ST-BKP01,,S LITE,500,0,20160630,,0,,0
ST-WPK01,1.0,S LITE,500,0,20160630,500.0,0,,0
ST-FRC01,1.0,S LITE,500,0,20160630,500.0,0,,0
SG-42BK2-BH,,S LITE,500,0,20160630,,0,,0
480-0022-2,1.0,S LITE,536,0,20160630,536.0,0,20190411-C01 480-0022-2,20190411
480-0022-2,1.0,S LITE,536,0,20160630,536.0,0,20200820-H01 480-0022-2,20200820
480-0027-00,1.0,S LITE,536,0,20160630,536.0,0,20230117-H01 480-0027-00 Revised 20230206,20230117
480-0027-00,1.0,S LITE,536,0,20160630,536.0,0,20230504-C01 480-0027-00,20230504
SGB-32S,1.0,S LITE,1000,0,20160630,1000.0,0,20220428-H01 SGB-32S - Revised 20220929,20220428
SG-WP,1.0,S LITE,1200,0,20160630,1200.0,0,,0
SG-44SK1-KF,1.0,S LITE,500,0,20160630,500.0,0,20190918-C02 SG-44SK1-KF,20190918
SG-32SK2-SK,1.0,S LITE,500,0,20160630,500.0,0,,0
SG-42BK1-BH,,S LITE,500,0,20160630,,0,,0
SG-32SK2-BH,1.0,S LITE,500,0,20160630,500.0,0,,0
SG-42BK2-BH,,S LITE,500,0,20160630,,0,,0
SG-WP,1.0,S LITE,1200,0,20160630,1200.0,0,,0
SG-44SK1-KF,1.0,S LITE,500,0,20160630,500.0,0,20190918-C02 SG-44SK1-KF,20190918
SSU00460,,S LITE,5000,0,20160630,,0,,0
SG-32SK1-AL,1.0,S LITE,480,0,20160630,480.0,0,,0
480-0022-2,1.0,S LITE,840,0,20160630,840.0,0,20190411-C01 480-0022-2,20190411
480-0022-2,1.0,S LITE,840,0,20160630,840.0,0,20200820-H01 480-0022-2,20200820
480-0027-00,1.0,S LITE,840,0,20160630,840.0,0,20230117-H01 480-0027-00 Revised 20230206,20230117
480-0027-00,1.0,S LITE,840,0,20160630,840.0,0,20230504-C01 480-0027-00,20230504
4996CC,,JIAYE,146,0,20160628,,0,,0
SG-32SK1-SX,1.0,S LITE,1720,0,20160629,1720.0,0,,0
LABEL-MIC,,S LITE,1720,0,20160629,,0,,0
SG-WP,1.0,S LITE,1560,0,20160629,1560.0,0,,0
LABEL-MIC,,S LITE,1560,0,20160629,,0,,0
SG-42BK1-CS,1.0,S LITE,140,0,20160702,140.0,0,,0
SG-42BK2-CS,1.0,S LITE,1000,0,20160702,1000.0,0,,0
SG-WP,1.0,S LITE,40,0,20160702,40.0,0,,0
SGB-32S,1.0,S LITE,1000,0,20160702,1000.0,0,20220428-H01 SGB-32S - Revised 20220929,20220428
SG-42BK1-CS,1.0,S LITE,1000,0,20160702,1000.0,0,,0
SG-32SK1SS-AL,1.0,S LITE,20,0,20160630,20.0,0,,0
201830-00,,JIAYE,1080,0,20160702,,0,,0
M624279013,1.0,JIAYE,2520,0,20160702,2520.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,2520,0,20160702,2520.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,2520,0,20160702,2520.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,2520,0,20160702,2520.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,2520,0,20160702,2520.0,0,20221221-H01 M624279013,20221221
8072,,JIAYE,853,0,20160702,,0,,0
8161,,JIAYE,500,0,20160702,,0,,0
8151,,JIAYE,1401,0,20160702,,0,,0
8217,,JIAYE,500,0,20160702,,0,,0
8221,,JIAYE,500,0,20160702,,0,,0
989-0016-3,1.0,S LITE,1000,0,20160708,1000.0,0,,0
1700774,,YUNMAO,7000,0,20160715,,0,,0
F300697,,FRONT,4500,0,20160715,,0,20200820-H01 F300697_Revised 20210405,20200820
F202874,,FRONT,400,0,20160715,,0,20200831-H01 F202874_Revised 20210405,20200831
F202874,,FRONT,1800,0,20160715,,0,20200831-H01 F202874_Revised 20210405,20200831
F202874,,FRONT,500,0,20160715,,0,20200831-H01 F202874_Revised 20210405,20200831
MCL01-P,,ANJIE,31000,0,20160709,,0,,0
MCL01-P,,ANJIE,60000,0,20160709,,0,,0
MCL01-P,,ANJIE,50000,0,20160709,,0,,0
G5980100-01,,ANJIE,2625,0,20160709,,0,,0
F406661,,ANJIE,4400,0,20160709,,0,,0
F406661,,ANJIE,5000,0,20160709,,0,,0
MCL01-P-PCS,1.0,ANJIE,64000,0,20160709,64000.0,0,,0
080A,1.0,HENSUNG,1680,0,20160712,1680.0,0,20190617-H01 080A,20190617
V221237089,,HENSUNG,20000,0,20160712,,0,,0
A1A21049020,,HENSUNG,5000,0,20160712,,0,,0
A1A21049020,,HENSUNG,280,0,20160712,,0,,0
A224057021,,HENSUNG,3200,0,20160712,,0,,0
A323824022,,HENSUNG,3400,0,20160712,,0,,0
S521651182,,HENSUNG,14000,0,20160712,,0,,0
M725072076,,HENSUNG,3500,0,20160712,,0,20190722-C01 M725072076,20190722
M725072076,,HENSUNG,100,0,20160712,,0,20190722-C01 M725072076,20190722
P32940060,1.0,HENSUNG,1400,0,20160712,1400.0,0,,0
P32940060,1.0,HENSUNG,1400,0,20160712,1400.0,0,,0
P932848051,1.0,HENSUNG,2000,0,20160712,2000.0,0,,0
B221651041,,HENSUNG,8000,0,20160712,,0,,0
A124052020,,HENSUNG,3000,0,20160712,,0,20190912- H01 A124052020,20190912
A124052020,,HENSUNG,3000,0,20160712,,0,20210909-H01 A124052020_Revised 20210916,20210909
6021049014,,HENSUNG,800,0,20160712,,0,,0
6021049014,,HENSUNG,3200,0,20160712,,0,,0
A1A24059020,1.0,HENSUNG,2400,0,20160712,2400.0,0,,0
C223988072,,HENSUNG,1400,0,20160712,,0,,0
C223988072,,HENSUNG,2800,0,20160712,,0,,0
B18921040,,HENSUNG,1000,0,20160712,,0,,0
B19137040,,HENSUNG,1000,0,20160712,,0,,0
B223988041,1.0,HENSUNG,3200,0,20160712,3200.0,0,20190819- H01 B223988041,20190819
M824279M035,1.0,HENSUNG,3360,0,20160712,3360.0,0,20190617-C01 M824279M035,20190617
P28238010,,SHENKA,600,0,20160712,,0,,0
P28238010,,SHENKA,250,0,20160712,,0,,0
P220124010,,SHENKA,600,0,20160712,,0,20190328-H01 P220124010,20190328
P220124010,,SHENKA,600,0,20160712,,0,20190513-H01 P220124010,20190513
P220124010,,SHENKA,300,0,20160712,,0,20190328-H01 P220124010,20190328
P220124010,,SHENKA,300,0,20160712,,0,20190513-H01 P220124010,20190513
P222925010,,SHENKA,1200,0,20160712,,0,,0
P28239010,,SHENKA,1600,0,20160712,,0,,0
15569E,,SHENKA,5000,0,20160712,,0,,0
K821651195,,SHENKA,8000,0,20160712,,0,20191010-H01 K821651195,20191010
P225362010,1.0,SHENKA,750,0,20160712,750.0,0,20190121-H01 P225362010,20190121
P225362010,1.0,SHENKA,750,0,20160712,750.0,0,20190923-C01 P225362010,20190923
P28566010,,SHENKA,400,0,20160712,,0,,0
P25645010,,SHENKA,600,0,20160712,,0,,0
P223989010,1.0,SHENKA,600,0,20160712,600.0,0,,0
8B22442500,,SHENKA,500,0,20160712,,0,,0
A721651092,,XIESHENG,20000,0,20160712,,0,,0
SG-42SK2-GW,,S LITE,20,0,20160712,,0,,0
SG-32BH2-AD,1.0,S LITE,20,0,20160712,20.0,0,,0
480-0022-2,1.0,S LITE,128,0,20160712,128.0,0,20190411-C01 480-0022-2,20190411
480-0022-2,1.0,S LITE,128,0,20160712,128.0,0,20200820-H01 480-0022-2,20200820
480-0027-00,1.0,S LITE,128,0,20160712,128.0,0,20230117-H01 480-0027-00 Revised 20230206,20230117
480-0027-00,1.0,S LITE,128,0,20160712,128.0,0,20230504-C01 480-0027-00,20230504
SG-32SK1-AL,1.0,S LITE,20,0,20160712,20.0,0,,0
C15604070,1.0,JIAYE,423,0,20160712,423.0,0,,0
M623186013,,JIAYE,3190,0,20160712,,0,,0
C224059072,,JIAYE,2000,0,20160712,,0,20230215-H01 C224059072,20230215
B122183040,,JIAYE,396,0,20160712,,0,,0
M723824124,,JIAYE,65,0,20160712,,0,,0
M723824124,,JIAYE,1960,0,20160712,,0,,0
B122180040 - UNCOAT,,JIAYE,500,0,20160712,,0,20221011-H02 B122180040 - UNCOAT,20221011
60412B-NC,,JIAYE,2000,0,20160712,,0,,0
C18516070,,JIAYE,1200,0,20160712,,0,20190122-H01 C18516070 C18667070,20190122
C45842050,,JIAYE,500,0,20160712,,0,,0
C19824070,,JIAYE,678,0,20160712,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,678,0,20160712,,0,20221227-H01 C19824070,20221227
C19824070,,JIAYE,402,0,20160712,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,402,0,20160712,,0,20221227-H01 C19824070,20221227
C423988050,1.0,JIAYE,2100,0,20160712,2100.0,0,20180712-C01 C423988050,20180712
C423988050,1.0,JIAYE,2400,0,20160712,2400.0,0,20180712-C01 C423988050,20180712
685A09,,JIAYE,500,0,20160712,,0,,0
C425362050,1.0,JIAYE,1000,0,20160712,1000.0,0,20230817-H01 C425362050,20230817
C425135050,1.0,JIAYE,400,0,20160712,400.0,0,,0
4996C-NC,,JIAYE,5368,0,20160712,,0,,0
H211116122,1.0,JIAYE,348,0,20160712,348.0,0,,0
8161,,JIAYE,960,0,20160712,,0,,0
8221,,JIAYE,341,0,20160712,,0,,0
40965K-FORGE,,SUNFUNG,60,0,20160712,,0,,0
MISC-OTH,1.0,NINGKE,1,0,20160711,1.0,0,,0
C425135050,1.0,JIAYE,200,0,20160709,200.0,0,,0
C18516070,,JIAYE,150,0,20160709,,0,20190122-H01 C18516070 C18667070,20190122
A125373020,1.0,HENSUNG,250,0,20160709,250.0,0,,0
A125373020,1.0,HENSUNG,250,0,20160709,250.0,0,,0
A125373020,1.0,HENSUNG,250,0,20160709,250.0,0,,0
P225362010,1.0,SHENKA,400,0,20160709,400.0,0,20190121-H01 P225362010,20190121
P225362010,1.0,SHENKA,400,0,20160709,400.0,0,20190923-C01 P225362010,20190923
12993-266,,KANGWEI,500,0,20160718,,0,20230213-H01 12993-266,20230213
A324585022,,SHENKA,1000,0,20160715,,0,,0
P223988010,,SHENKA,2000,0,20160715,,0,20190128-H01 P223988010,20190128
P225135010,,SHENKA,200,0,20160715,,0,,0
C15594070,1.0,JIAYE,200,0,20160715,200.0,0,,0
C425362050,1.0,JIAYE,150,0,20160715,150.0,0,20230817-H01 C425362050,20230817
C425362050,1.0,JIAYE,806,0,20160715,806.0,0,20230817-H01 C425362050,20230817
A521651024,1.0,HENSUNG,10000,0,20160715,10000.0,0,,0
M624279013,1.0,JIAYE,1260,0,20160716,1260.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,1260,0,20160716,1260.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,1260,0,20160716,1260.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,1260,0,20160716,1260.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,1260,0,20160716,1260.0,0,20221221-H01 M624279013,20221221
MCL01-P-PCS,1.0,ANJIE,58700,0,20160722,58700.0,0,,0
MCL01-P-PCS,1.0,ANJIE,8000,0,20160722,8000.0,0,,0
MCL01-P,,ANJIE,21000,0,20160722,,0,,0
MCL02-P,1.0,ANJIE,17000,0,20160722,17000.0,0,,0
F202553,,FRONT,1000,0,20160722,,0,,0
F401015,,FRONT,1800,0,20160722,,0,,0
F300697,,FRONT,12600,0,20160722,,0,20200820-H01 F300697_Revised 20210405,20200820
F406661,,ANJIE,13000,0,20160722,,0,,0
MCL01-P-PCS,1.0,ANJIE,1300,0,20160722,1300.0,0,,0
SG-32SK2-AD,1.0,S LITE,37,0,20160719,37.0,0,,0
SG-WP,1.0,S LITE,38,0,20160719,38.0,0,,0
SG-32SK1-DP,1.0,S LITE,12,0,20160719,12.0,0,,0
SG-32SK1-BH,1.0,S LITE,54,0,20160719,54.0,0,,0
SG-32SK2-BH,1.0,S LITE,42,0,20160719,42.0,0,,0
880-0155,,S LITE,980,0,20160719,,0,,0
880-0157,,S LITE,780,0,20160719,,0,,0
SG-32SK2-NI,1.0,S LITE,500,0,20160721,500.0,0,,0
40965K-FORGE,,SUNFUNG,48,0,20160722,,0,,0
40965K-FORGE,,SUNFUNG,3,0,20160727,,0,,0
080A12,1.0,HENSUNG,1400,0,20160725,1400.0,0,,0
A124052020,,HENSUNG,3000,0,20160725,,0,20190912- H01 A124052020,20190912
A124052020,,HENSUNG,3000,0,20160725,,0,20210909-H01 A124052020_Revised 20210916,20210909
A124057020,,HENSUNG,2800,0,20160725,,0,,0
A521651024,1.0,HENSUNG,10000,0,20160725,10000.0,0,,0
A521651024,1.0,HENSUNG,10000,0,20160725,10000.0,0,,0
B18921040,,HENSUNG,1100,0,20160725,,0,,0
B221651041,,HENSUNG,8000,0,20160725,,0,,0
B223988041,1.0,HENSUNG,3200,0,20160725,3200.0,0,20190819- H01 B223988041,20190819
B25685041,,HENSUNG,1200,0,20160725,,0,,0
M620059013,1.0,HENSUNG,1951,0,20160725,1951.0,0,,0
M65685013,,HENSUNG,1300,0,20160725,,0,,0
M725072076,,HENSUNG,2100,0,20160725,,0,20190722-C01 M725072076,20190722
M824279M035,1.0,HENSUNG,1680,0,20160725,1680.0,0,20190617-C01 M824279M035,20190617
P323988060,,HENSUNG,1600,0,20160725,,0,,0
P323988060,,HENSUNG,1600,0,20160725,,0,,0
P35661060,1.0,HENSUNG,600,0,20160725,600.0,0,,0
R823186104-NC,,HENSUNG,900,0,20160725,,0,,0
V221237089,,HENSUNG,10000,0,20160725,,0,,0
8B21651500,1.0,SHENKA,2240,0,20160725,2240.0,0,,0
8B21651500,1.0,SHENKA,1120,0,20160725,1120.0,0,,0
A224052021,1.0,SHENKA,4000,0,20160725,4000.0,0,,0
P25685010,1.0,SHENKA,2100,0,20160725,2100.0,0,20190611-H01 P25685010,20190611
P25685010,1.0,SHENKA,2100,0,20160725,2100.0,0,20191202-H02 P25685010,20191202
P25685010,1.0,SHENKA,2100,0,20160725,2100.0,0,20230926-H02 P25685010,20230926
P25685010,1.0,SHENKA,300,0,20160725,300.0,0,20190611-H01 P25685010,20190611
P25685010,1.0,SHENKA,300,0,20160725,300.0,0,20191202-H02 P25685010,20191202
P25685010,1.0,SHENKA,300,0,20160725,300.0,0,20230926-H02 P25685010,20230926
E423186107,,SHENKA,1500,0,20160725,,0,,0
A525068024,,SHENKA,4000,0,20160725,,0,20180822-H02 A525068024,20180822
A325068192,,SHENKA,4000,0,20160725,,0,,0
P28270010,1.0,SHENKA,1000,0,20160725,1000.0,0,20230926-H01 P28270010,20230926
P28359010,,SHENKA,743,0,20160725,,0,,0
A521651024,1.0,SHENKA,10000,0,20160725,10000.0,0,,0
A521651024,1.0,SHENKA,3000,0,20160725,3000.0,0,,0
P223988010,,SHENKA,413,0,20160725,,0,20190128-H01 P223988010,20190128
P223988010,,SHENKA,2587,0,20160725,,0,20190128-H01 P223988010,20190128
P225135010,,SHENKA,400,0,20160725,,0,,0
A520182024,,SHENKA,4500,0,20160725,,0,,0
P220126010,,XIESHENG,400,0,20160725,,0,,0
C420070050,,JIAYE,950,0,20160725,,0,20201007-H01 C420070050,20201007
C420070050,,JIAYE,50,0,20160725,,0,20201007-H01 C420070050,20201007
C224483072,,JIAYE,1600,0,20160725,,0,,0
C224483072,,JIAYE,200,0,20160725,,0,,0
B122183040,,JIAYE,157,0,20160725,,0,,0
B122183040,,JIAYE,923,0,20160725,,0,,0
M723824124,,JIAYE,445,0,20160725,,0,,0
M723824124,,JIAYE,605,0,20160725,,0,,0
M821651035,1.0,JIAYE,31200,0,20160725,31200.0,0,,0
C420059050,1.0,JIAYE,1500,0,20160725,1500.0,0,,0
C420124050,,JIAYE,306,0,20160725,,0,20191014-H01 C420124050,20191014
15416A,,JIAYE,8800,0,20160725,,0,,0
C19824070,,JIAYE,138,0,20160725,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,138,0,20160725,,0,20221227-H01 C19824070,20221227
C19824070,,JIAYE,256,0,20160725,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,256,0,20160725,,0,20221227-H01 C19824070,20221227
C423988050,1.0,JIAYE,2400,0,20160725,2400.0,0,20180712-C01 C423988050,20180712
C423988050,1.0,JIAYE,850,0,20160725,850.0,0,20180712-C01 C423988050,20180712
C123186070,,JIAYE,50,0,20160725,,0,,0
C123186070,,JIAYE,1000,0,20160725,,0,,0
C123186070,,JIAYE,450,0,20160725,,0,,0
15416AB,,JIAYE,2000,0,20160725,,0,,0
M624279013,1.0,JIAYE,2100,0,20160725,2100.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,2100,0,20160725,2100.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,2100,0,20160725,2100.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,2100,0,20160725,2100.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,2100,0,20160725,2100.0,0,20221221-H01 M624279013,20221221
44011EA,,JIAYE,278,0,20160725,,0,,0
C15594070,1.0,JIAYE,300,0,20160725,300.0,0,,0
C15594070,1.0,JIAYE,650,0,20160725,650.0,0,,0
8161,,JIAYE,665,0,20160725,,0,,0
201830-00,,JIAYE,1729,0,20160725,,0,,0
C18158070,,JIAYE,360,0,20160725,,0,,0
C45645050,,JIAYE,500,0,20160725,,0,,0
A321651192,1.0,JIAYE,10000,0,20160725,10000.0,0,,0
M623532151,,JIAYE,2940,0,20160725,,0,,0
M921651057,1.0,JIAYE,6000,0,20160725,6000.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,JIAYE,6000,0,20160725,6000.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,JIAYE,6000,0,20160725,6000.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,JIAYE,6000,0,20160725,6000.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,JIAYE,6000,0,20160725,6000.0,0,20191107-H01-M921651057,20191107
436730010,,XFB,5000,0,20160725,,0,20191014-H01-436730010,20191014
60514BA,,JIAYE,317,0,20160723,,0,,0
B223988041,1.0,HENSUNG,1600,0,20160725,1600.0,0,20190819- H01 B223988041,20190819
SG-32K2-BH-R,,S LITE,1000,0,20160725,,0,,0
SG-32K2-BH-R,,S LITE,1000,0,20160727,,0,,0
SG-32K1-BH-R,,S LITE,1000,0,20160727,,0,,0
SGB-32CU,1.0,S LITE,50,0,20160727,50.0,0,,0
SCPS-DASK-AP,1.0,S LITE,6000,0,20160730,6000.0,0,20190918-C01 SCPS-DASK-AP,20190918
SCPS-DASK-AP,1.0,S LITE,2000,0,20160730,2000.0,0,20190918-C01 SCPS-DASK-AP,20190918
SG-32SK2-AD,1.0,S LITE,1020,0,20160731,1020.0,0,,0
SG-42SK2,1.0,S LITE,880,0,20160731,880.0,0,,0
SGB-32S,1.0,S LITE,1000,0,20160731,1000.0,0,20220428-H01 SGB-32S - Revised 20220929,20220428
SG-WP,1.0,S LITE,500,0,20160731,500.0,0,,0
SG-32SK2-SX,1.0,S LITE,440,0,20160731,440.0,0,,0
SG-32SK2-DP,,S LITE,460,0,20160731,,0,,0
890-1677-5,,S LITE,500,0,20160731,,0,,0
M723824124,,JIAYE,700,0,20160801,,0,,0
P224964010,,XIESHENG,114,0,20160801,,0,20191216-H02 P224964010,20191216
P224964010,,XIESHENG,114,0,20160801,,0,20200413-H01 P224964010,20200413
M723824124,,JIAYE,1750,0,20160801,,0,,0
C18516070,,JIAYE,600,0,20160801,,0,20190122-H01 C18516070 C18667070,20190122
C15594070,1.0,JIAYE,100,0,20160801,100.0,0,,0
C15594070,1.0,JIAYE,44,0,20160801,44.0,0,,0
A1A21049020,,HENSUNG,150,0,20160801,,0,,0
B223988041,1.0,HENSUNG,1600,0,20160803,1600.0,0,20190819- H01 B223988041,20190819
SG-32SK1-SK,1.0,S LITE,400,0,20160808,400.0,0,,0
SGB-32CU,1.0,S LITE,150,0,20160808,150.0,0,,0
SG-42CXK2-BL-B,1.0,S LITE,496,0,20160808,496.0,0,,0
480-0013-2,1.0,S LITE,500,0,20160808,500.0,0,,0
SCPS-DASK-CWSI,,S LITE,300,0,20160808,,0,,0
SG-42K1-AF,1.0,S LITE,1500,0,20160808,1500.0,0,,0
SG-32SK2-AD,1.0,S LITE,80,0,20160808,80.0,0,,0
SG-42SK2,1.0,S LITE,120,0,20160808,120.0,0,,0
SG-32SK2-SX,1.0,S LITE,60,0,20160808,60.0,0,,0
SG-32SK2-DP,,S LITE,40,0,20160808,,0,,0
SG-42CXK2-BL-B,1.0,S LITE,4,0,20160808,4.0,0,,0
B223988041,1.0,HENSUNG,1600,0,20160806,1600.0,0,20190819- H01 B223988041,20190819
B19137040,,HENSUNG,50,0,20160806,,0,,0
M624279013,1.0,JIAYE,1,0,20160809,1.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,1,0,20160809,1.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,1,0,20160809,1.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,1,0,20160809,1.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,1,0,20160809,1.0,0,20221221-H01 M624279013,20221221
M624279013,1.0,JIAYE,368,0,20160809,368.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,368,0,20160809,368.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,368,0,20160809,368.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,368,0,20160809,368.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,368,0,20160809,368.0,0,20221221-H01 M624279013,20221221
M624279013,1.0,JIAYE,179,0,20160809,179.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,179,0,20160809,179.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,179,0,20160809,179.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,179,0,20160809,179.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,179,0,20160809,179.0,0,20221221-H01 M624279013,20221221
MCL02-P,1.0,ANJIE,40000,0,20160811,40000.0,0,,0
MCL01-P,,ANJIE,50000,0,20160811,,0,,0
MCL01-P,,ANJIE,50000,0,20160811,,0,,0
MCL01-P,,ANJIE,2000,0,20160811,,0,,0
F402826-KIT,,FRONT,1000,0,20160811,,0,,0
F202874,,FRONT,600,0,20160811,,0,20200831-H01 F202874_Revised 20210405,20200831
F202874,,FRONT,1,0,20160811,,0,20200831-H01 F202874_Revised 20210405,20200831
F202874,,FRONT,19,0,20160811,,0,20200831-H01 F202874_Revised 20210405,20200831
F202874,,FRONT,1781,0,20160811,,0,20200831-H01 F202874_Revised 20210405,20200831
F202874,,FRONT,1199,0,20160811,,0,20200831-H01 F202874_Revised 20210405,20200831
